276.1353	-0.00014750
283.7813	-0.00015071
292.354	-0.00015393
302.317	-0.00015643
311.3531	-0.00015893
320.6209	-0.00016214
327.3401	-0.00016357
336.3763	-0.00016607
343.0955	-0.00016750
354.2169	-0.00016964
364.1798	-0.00017143
373.2159	-0.00017357
381.557	-0.00017536
389.6664	-0.00017500
397.7757	-0.00017536
408.8971	-0.00017571
421.177	-0.00017643
432.5301	-0.00017464
445.2734	-0.00017357
457.5533	-0.00017071
469.6015	-0.00016857
478.6376	-0.00016571
489.759	-0.00016286
502.0389	-0.00015750
512.9286	-0.00015393
522.6599	-0.00014929
533.7813	-0.00014536
542.354	-0.00014179
549.3049	-0.00013821
